AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
-1.02,-0.11,9.57,-0.00,-0.00,-0.02,1720170471351
-1.01,-0.09,9.58,-0.00,0.00,-0.03,1720170471354
-0.98,-0.07,9.57,-0.00,0.00,-0.03,1720170471357
-1.00,-0.05,9.57,-0.00,0.00,-0.04,1720170471360
-1.01,-0.04,9.54,-0.01,0.00,-0.04,1720170471363
-1.04,-0.03,9.55,-0.01,0.00,-0.05,1720170471366
-1.10,-0.01,9.56,-0.01,0.00,-0.05,1720170471369
-1.15,0.01,9.59,-0.01,0.01,-0.06,1720170471372
-1.21,-0.01,9.57,-0.01,0.01,-0.06,1720170471375
-1.28,-0.01,9.58,-0.01,0.01,-0.07,1720170471377
-1.36,-0.02,9.56,-0.01,0.01,-0.07,1720170471380
-1.39,0.00,9.57,-0.01,0.01,-0.07,1720170471383
-1.47,0.00,9.61,-0.01,0.01,-0.07,1720170471386
-1.52,0.02,9.62,-0.01,0.01,-0.07,1720170471389
-1.58,0.00,9.59,-0.01,0.00,-0.06,1720170471392
-1.61,-0.01,9.60,-0.01,0.00,-0.06,1720170471395
-1.67,-0.01,9.64,-0.01,0.00,-0.06,1720170471398
-1.70,0.00,9.57,-0.01,0.00,-0.05,1720170471401
-1.72,-0.02,9.54,-0.01,0.00,-0.05,1720170471404
-1.76,0.00,9.55,-0.01,-0.00,-0.04,1720170471406
-1.76,0.01,9.57,-0.01,-0.00,-0.04,1720170471409
-1.75,0.00,9.55,-0.01,-0.00,-0.03,1720170471412
-1.72,0.00,9.54,-0.01,-0.01,-0.02,1720170471415
-1.70,-0.01,9.54,-0.00,-0.01,-0.01,1720170471418
-1.66,-0.00,9.57,-0.00,-0.01,-0.01,1720170471421
-1.62,-0.02,9.55,-0.00,-0.01,-0.00,1720170471424
-1.58,-0.04,9.50,-0.00,-0.01,-0.00,1720170471427
-1.52,-0.07,9.52,-0.00,-0.01,-0.00,1720170471430
-1.46,-0.06,9.52,-0.00,-0.01,0.00,1720170471433
-1.38,-0.06,9.50,-0.01,-0.02,0.00,1720170471436
-1.35,-0.06,9.51,-0.01,-0.02,0.00,1720170471438
-1.29,-0.08,9.53,-0.01,-0.02,0.00,1720170471441
-1.22,-0.10,9.55,-0.01,-0.01,0.00,1720170471444
-1.16,-0.11,9.54,-0.01,-0.01,-0.00,1720170471447
-1.14,-0.13,9.56,-0.01,-0.01,-0.00,1720170471450
-1.10,-0.12,9.63,-0.01,-0.01,-0.01,1720170471453
-1.07,-0.15,9.65,-0.01,-0.01,-0.01,1720170471456
-1.06,-0.16,9.64,-0.01,-0.01,-0.02,1720170471459
-1.03,-0.18,9.62,-0.01,-0.01,-0.02,1720170471462
-1.04,-0.21,9.63,-0.01,-0.01,-0.02,1720170471465
-1.07,-0.21,9.63,-0.01,-0.01,-0.03,1720170471468
-1.09,-0.23,9.64,-0.01,-0.01,-0.03,1720170471470
-1.08,-0.23,9.64,-0.01,-0.01,-0.03,1720170471473
-1.12,-0.28,9.63,-0.01,-0.01,-0.03,1720170471476
-1.14,-0.30,9.64,-0.01,-0.01,-0.04,1720170471479
-1.16,-0.33,9.62,-0.01,-0.01,-0.04,1720170471482
-1.18,-0.34,9.64,-0.01,-0.01,-0.03,1720170471485
-1.18,-0.34,9.65,-0.01,-0.01,-0.03,1720170471488
-1.19,-0.36,9.66,-0.01,-0.01,-0.03,1720170471491
-1.18,-0.38,9.65,-0.01,-0.01,-0.03,1720170471494
-1.18,-0.40,9.64,-0.00,-0.01,-0.03,1720170471497
-1.18,-0.37,9.64,-0.00,-0.00,-0.02,1720170471499
-1.19,-0.35,9.59,-0.00,-0.01,-0.02,1720170471502
-1.16,-0.34,9.57,-0.00,-0.01,-0.02,1720170471505
-1.14,-0.33,9.56,-0.00,-0.01,-0.01,1720170471508
-1.12,-0.32,9.59,-0.00,-0.00,-0.01,1720170471511
-1.09,-0.32,9.55,-0.00,-0.00,-0.01,1720170471514
-1.07,-0.33,9.55,-0.00,-0.00,-0.01,1720170471517
-1.02,-0.30,9.57,-0.00,-0.00,-0.01,1720170471520
-0.98,-0.29,9.54,-0.00,-0.00,-0.01,1720170471523
-0.95,-0.29,9.54,-0.01,-0.00,-0.01,1720170471526
-0.91,-0.26,9.54,-0.00,0.00,-0.01,1720170471529
-0.89,-0.23,9.57,-0.01,0.00,-0.01,1720170471531
-0.85,-0.20,9.57,-0.01,0.00,-0.01,1720170471534
-0.79,-0.17,9.58,-0.01,0.01,-0.02,1720170471537
-0.78,-0.15,9.61,-0.01,0.01,-0.02,1720170471540
-0.74,-0.13,9.60,-0.01,0.01,-0.02,1720170471543
-0.70,-0.09,9.61,-0.01,0.01,-0.02,1720170471546
-0.69,-0.04,9.62,-0.01,0.01,-0.03,1720170471549
-0.68,-0.00,9.62,-0.01,0.02,-0.03,1720170471552
-0.68,0.04,9.60,-0.00,0.02,-0.03,1720170471555
-0.66,0.06,9.57,-0.00,0.02,-0.04,1720170471558
-0.69,0.09,9.59,-0.00,0.02,-0.04,1720170471561
-0.73,0.09,9.57,-0.00,0.02,-0.04,1720170471563
-0.74,0.11,9.59,-0.00,0.02,-0.05,1720170471566
-0.79,0.13,9.56,-0.00,0.02,-0.05,1720170471569
-0.80,0.16,9.55,-0.01,0.03,-0.05,1720170471572
-0.84,0.15,9.52,-0.01,0.03,-0.06,1720170471575
-0.90,0.15,9.54,-0.01,0.03,-0.06,1720170471578
-0.96,0.17,9.51,-0.01,0.03,-0.06,1720170471581
-1.00,0.18,9.52,-0.01,0.04,-0.06,1720170471584
-1.06,0.18,9.51,-0.01,0.03,-0.07,1720170471587
-1.10,0.17,9.53,-0.01,0.04,-0.07,1720170471590
-1.15,0.18,9.52,-0.01,0.04,-0.06,1720170471593
-1.18,0.18,9.54,-0.01,0.04,-0.06,1720170471595
-1.27,0.17,9.52,-0.01,0.04,-0.06,1720170471598
-1.30,0.17,9.50,-0.01,0.04,-0.06,1720170471601
-1.36,0.16,9.53,-0.01,0.04,-0.06,1720170471604
-1.39,0.17,9.51,-0.01,0.04,-0.05,1720170471607
-1.43,0.14,9.49,-0.01,0.04,-0.05,1720170471610
-1.47,0.09,9.53,-0.01,0.04,-0.04,1720170471613
-1.49,0.09,9.56,-0.01,0.04,-0.04,1720170471616
-1.54,0.08,9.53,-0.01,0.04,-0.04,1720170471619
-1.56,0.03,9.57,-0.01,0.03,-0.03,1720170471622
-1.56,0.00,9.57,-0.01,0.03,-0.03,1720170471625
-1.51,-0.02,9.62,-0.01,0.03,-0.02,1720170471627
-1.49,-0.04,9.62,-0.01,0.03,-0.02,1720170471630
-1.47,-0.06,9.57,-0.01,0.03,-0.01,1720170471633
-1.43,-0.07,9.56,-0.01,0.03,-0.00,1720170471636
-1.38,-0.07,9.55,-0.01,0.03,-0.00,1720170471639
-1.31,-0.10,9.51,-0.00,0.03,0.00,1720170471642
-1.24,-0.09,9.49,-0.01,0.03,0.00,1720170471645
-1.19,-0.11,9.50,-0.01,0.03,0.01,1720170471648
-1.13,-0.09,9.52,-0.01,0.03,0.00,1720170471651
-1.10,-0.13,9.53,-0.01,0.03,0.00,1720170471654
-1.06,-0.15,9.54,-0.01,0.03,-0.00,1720170471657
-1.03,-0.16,9.59,-0.01,0.04,-0.00,1720170471659
-1.00,-0.18,9.56,-0.01,0.04,-0.01,1720170471662
-0.95,-0.18,9.60,-0.01,0.04,-0.01,1720170471665
-0.94,-0.22,9.64,-0.01,0.04,-0.02,1720170471668
-0.93,-0.24,9.64,-0.01,0.04,-0.02,1720170471671
-0.93,-0.27,9.67,-0.01,0.04,-0.03,1720170471674
-0.91,-0.28,9.64,-0.01,0.04,-0.04,1720170471677
-0.96,-0.31,9.65,-0.01,0.04,-0.04,1720170471680
-1.01,-0.29,9.63,-0.01,0.04,-0.05,1720170471683
-1.05,-0.29,9.61,-0.01,0.04,-0.06,1720170471686
-1.09,-0.28,9.58,-0.01,0.04,-0.06,1720170471689
-1.13,-0.28,9.59,-0.01,0.04,-0.07,1720170471691
-1.21,-0.30,9.49,-0.01,0.05,-0.07,1720170471694
-1.29,-0.31,9.54,-0.01,0.05,-0.07,1720170471697
-1.37,-0.33,9.52,-0.01,0.05,-0.07,1720170471700
-1.45,-0.35,9.55,-0.01,0.05,-0.07,1720170471703
-1.53,-0.37,9.57,-0.01,0.05,-0.07,1720170471706
-1.59,-0.36,9.59,-0.01,0.05,-0.07,1720170471709
-1.66,-0.34,9.61,-0.01,0.04,-0.07,1720170471712
-1.70,-0.34,9.58,-0.01,0.04,-0.06,1720170471715
-1.75,-0.34,9.53,-0.01,0.04,-0.06,1720170471718
-1.77,-0.34,9.54,-0.01,0.04,-0.05,1720170471720
-1.80,-0.35,9.55,-0.01,0.04,-0.05,1720170471723
-1.82,-0.36,9.60,-0.01,0.04,-0.04,1720170471726
-1.84,-0.36,9.60,-0.01,0.04,-0.03,1720170471729
-1.82,-0.34,9.66,-0.01,0.03,-0.03,1720170471732
-1.81,-0.32,9.65,-0.01,0.03,-0.02,1720170471735
-1.79,-0.31,9.68,-0.01,0.03,-0.01,1720170471738
-1.76,-0.32,9.69,-0.01,0.03,-0.01,1720170471741
-1.68,-0.31,9.69,-0.01,0.03,-0.00,1720170471744
-1.61,-0.30,9.71,-0.00,0.03,0.00,1720170471747
-1.58,-0.29,9.67,-0.00,0.03,0.01,1720170471750
-1.53,-0.29,9.65,-0.00,0.02,0.01,1720170471752
-1.47,-0.26,9.67,0.00,0.02,0.01,1720170471755
-1.39,-0.26,9.62,0.00,0.02,0.01,1720170471758
-1.35,-0.25,9.57,-0.00,0.02,0.01,1720170471761
-1.25,-0.21,9.54,-0.00,0.02,0.01,1720170471764
-1.18,-0.19,9.54,-0.00,0.02,0.01,1720170471767
-1.15,-0.16,9.56,-0.00,0.03,0.00,1720170471770
-1.13,-0.17,9.54,-0.00,0.03,-0.00,1720170471773
-1.10,-0.13,9.54,-0.00,0.03,-0.00,1720170471776
-1.08,-0.10,9.55,-0.00,0.03,-0.01,1720170471779
-1.07,-0.08,9.50,-0.00,0.03,-0.02,1720170471782
-1.05,-0.05,9.48,-0.00,0.03,-0.02,1720170471784
-1.04,-0.05,9.49,-0.00,0.03,-0.03,1720170471787
-1.05,-0.04,9.49,-0.00,0.03,-0.04,1720170471790
-1.10,-0.04,9.49,-0.00,0.03,-0.04,1720170471793
-1.12,-0.03,9.47,-0.01,0.03,-0.05,1720170471796
-1.18,-0.03,9.51,-0.01,0.03,-0.06,1720170471799
-1.22,-0.02,9.55,-0.01,0.03,-0.06,1720170471802
-1.31,0.00,9.62,-0.01,0.03,-0.07,1720170471805
-1.39,-0.01,9.62,-0.01,0.03,-0.07,1720170471808
-1.44,-0.02,9.64,-0.01,0.04,-0.08,1720170471811
-1.51,-0.03,9.63,-0.01,0.03,-0.08,1720170471814
-1.57,-0.01,9.66,-0.01,0.04,-0.08,1720170471816
-1.62,0.02,9.65,-0.00,0.03,-0.07,1720170471819
-1.67,0.07,9.61,0.00,0.03,-0.07,1720170471822
-1.72,0.09,9.56,0.00,0.03,-0.07,1720170471825
-1.80,0.22,9.51,0.00,0.03,-0.06,1720170471828
-1.82,0.26,9.48,-0.00,0.03,-0.06,1720170471831
-1.85,0.30,9.45,-0.00,0.03,-0.06,1720170471834
-1.92,0.38,9.41,-0.00,0.03,-0.07,1720170471837
-1.93,0.07,9.39,-0.01,0.02,-0.07,1720170471840
-1.92,-0.66,9.28,-0.02,0.02,-0.06,1720170471843
-1.92,-1.05,9.24,-0.02,0.03,-0.04,1720170471845
-1.97,-1.02,9.29,-0.02,0.03,-0.04,1720170471848
-2.02,-0.84,9.43,-0.01,0.03,-0.04,1720170471851
-1.96,-0.78,9.56,-0.02,0.02,-0.04,1720170471854
-1.87,-0.78,9.66,-0.02,0.01,-0.02,1720170471857
-1.81,-0.55,9.84,-0.02,0.00,0.00,1720170471860
-1.83,-0.06,10.00,-0.01,0.00,0.01,1720170471863
-1.75,0.24,10.12,-0.01,-0.00,0.00,1720170471866
-1.62,0.32,10.10,-0.00,-0.00,0.01,1720170471869
-1.47,0.23,10.07,0.00,0.00,0.02,1720170471872
-1.41,0.14,9.87,0.01,0.01,0.03,1720170471875
-1.34,0.09,9.62,0.02,0.01,0.04,1720170471877
-1.21,-0.16,9.36,0.02,0.01,0.04,1720170471880
-1.13,-0.19,9.13,0.02,0.01,0.04,1720170471883
-1.02,-0.30,9.02,0.02,0.01,0.03,1720170471886
-0.90,-0.59,8.84,0.01,0.01,0.04,1720170471889
-0.80,-0.68,8.86,-0.01,0.00,0.04,1720170471892
-0.73,-0.48,8.96,-0.02,0.01,0.03,1720170471895
-0.68,0.08,9.28,-0.02,0.01,0.02,1720170471898
-0.68,0.33,9.54,-0.05,0.01,0.00,1720170471901
-0.63,0.23,9.88,-0.05,0.02,-0.01,1720170471904
-0.68,0.36,10.01,-0.04,0.02,-0.03,1720170471907
-0.75,0.71,10.16,-0.02,0.03,-0.05,1720170471910
-0.81,0.61,10.28,-0.01,0.02,-0.06,1720170471912
-0.82,0.18,10.09,-0.02,0.02,-0.05,1720170471915
-0.84,-0.02,9.99,-0.01,0.01,-0.05,1720170471918
-0.97,-0.04,9.78,0.01,0.02,-0.05,1720170471921
-1.08,0.01,9.58,0.02,0.02,-0.06,1720170471924
-1.16,-0.02,9.42,0.01,0.03,-0.07,1720170471927
-1.18,-0.35,9.20,0.01,0.03,-0.07,1720170471930
-1.29,-0.31,9.02,0.01,0.03,-0.06,1720170471933
-1.37,-0.15,9.07,0.01,0.03,-0.06,1720170471936
-1.38,0.12,9.05,-0.00,0.03,-0.05,1720170471939
-1.36,0.29,9.17,-0.01,0.03,-0.03,1720170471942
-1.44,0.35,9.35,-0.02,0.03,-0.02,1720170471944
-1.43,0.44,9.54,-0.02,0.03,-0.02,1720170471947
-1.41,0.41,9.62,-0.02,0.04,-0.02,1720170471950
-1.32,0.25,9.69,-0.02,0.04,-0.01,1720170471953
-1.31,0.26,9.75,-0.02,0.05,0.01,1720170471956
-1.34,0.19,9.74,-0.02,0.04,0.01,1720170471959
-1.29,0.06,9.68,-0.02,0.04,0.01,1720170471962
-1.21,-0.09,9.64,-0.01,0.04,0.00,1720170471965
-1.08,-0.08,9.72,-0.01,0.04,0.00,1720170471968
-1.05,0.07,9.74,-0.01,0.03,0.01,1720170471971
-1.00,0.15,9.73,-0.00,0.04,0.00,1720170471974
-0.95,0.18,9.67,-0.00,0.04,0.00,1720170471976
-0.87,0.24,9.65,0.01,0.05,0.00,1720170471979
-0.83,0.36,9.59,0.01,0.05,0.01,1720170471982
-0.78,0.54,9.52,0.01,0.05,0.02,1720170471985
-0.69,0.62,9.44,0.01,0.05,0.02,1720170471988
-0.60,0.62,9.39,0.01,0.06,0.02,1720170471991
-0.52,0.57,9.33,0.00,0.06,0.01,1720170471994
-0.42,0.55,9.34,-0.00,0.06,0.01,1720170471997
-0.38,0.57,9.32,-0.01,0.07,0.00,1720170472000
-0.39,0.52,9.36,-0.01,0.07,-0.01,1720170472003
-0.40,0.50,9.40,-0.02,0.08,-0.03,1720170472005
-0.41,0.49,9.41,-0.02,0.08,-0.05,1720170472008
-0.43,0.52,9.52,-0.02,0.08,-0.05,1720170472011
-0.46,0.52,9.60,-0.02,0.08,-0.05,1720170472014
-0.53,0.58,9.73,-0.02,0.08,-0.05,1720170472017
-0.62,0.64,9.78,-0.02,0.08,-0.06,1720170472020
-0.66,0.64,9.82,-0.01,0.09,-0.06,1720170472023
-0.68,0.64,9.82,-0.01,0.09,-0.05,1720170472026
-0.72,0.67,9.78,-0.00,0.09,-0.04,1720170472029
-0.78,0.64,9.70,-0.00,0.10,-0.04,1720170472032
-0.80,0.61,9.56,0.00,0.10,-0.04,1720170472035
-0.83,0.62,9.46,0.01,0.10,-0.04,1720170472037
-0.85,0.57,9.40,0.00,0.10,-0.04,1720170472040
-0.88,0.49,9.38,-0.01,0.10,-0.04,1720170472043
-0.89,0.47,9.39,-0.01,0.10,-0.04,1720170472046
-0.90,0.50,9.43,-0.01,0.11,-0.04,1720170472049
-0.89,0.50,9.48,-0.02,0.11,-0.04,1720170472052
-0.85,0.51,9.56,-0.02,0.11,-0.03,1720170472055
-0.83,0.50,9.64,-0.02,0.12,-0.02,1720170472058
-0.82,0.50,9.70,-0.02,0.12,-0.02,1720170472061
-0.77,0.52,9.73,-0.02,0.12,-0.01,1720170472064
-0.74,0.57,9.85,-0.01,0.12,-0.01,1720170472067
-0.70,0.53,9.89,-0.01,0.12,-0.01,1720170472069
-0.65,0.44,9.85,-0.00,0.12,-0.01,1720170472072
-0.64,0.39,9.80,0.00,0.13,-0.01,1720170472075
-0.62,0.41,9.69,0.01,0.13,-0.02,1720170472078
-0.59,0.38,9.61,0.01,0.13,-0.02,1720170472081
-0.59,0.35,9.54,0.01,0.13,-0.02,1720170472084
-0.59,0.27,9.48,0.01,0.14,-0.02,1720170472087
-0.57,0.26,9.43,0.00,0.15,-0.02,1720170472090
-0.52,0.32,9.42,-0.00,0.15,-0.01,1720170472093
-0.50,0.40,9.39,-0.00,0.15,-0.01,1720170472096
-0.47,0.45,9.40,-0.01,0.16,-0.00,1720170472099
-0.46,0.45,9.43,-0.01,0.16,-0.01,1720170472102
-0.41,0.40,9.44,-0.01,0.17,-0.02,1720170472105
-0.39,0.39,9.50,-0.01,0.17,-0.02,1720170472107
-0.41,0.41,9.52,-0.01,0.18,-0.02,1720170472110
-0.40,0.41,9.57,-0.01,0.18,-0.03,1720170472113
-0.41,0.35,9.63,-0.02,0.18,-0.03,1720170472116
-0.40,0.32,9.63,-0.02,0.19,-0.04,1720170472119
-0.43,0.33,9.63,-0.02,0.19,-0.04,1720170472122
-0.49,0.34,9.67,-0.01,0.20,-0.05,1720170472125
-0.54,0.32,9.73,-0.01,0.20,-0.06,1720170472128
-0.57,0.30,9.71,-0.01,0.21,-0.06,1720170472131
-0.64,0.27,9.65,-0.01,0.21,-0.07,1720170472134
-0.68,0.30,9.62,-0.00,0.21,-0.07,1720170472136
-0.77,0.35,9.55,-0.00,0.21,-0.08,1720170472139
-0.84,0.40,9.43,-0.00,0.21,-0.08,1720170472142
-0.92,0.43,9.43,-0.00,0.22,-0.09,1720170472145
-0.99,0.44,9.41,-0.01,0.22,-0.09,1720170472148
-1.06,0.44,9.45,-0.01,0.22,-0.10,1720170472151
-1.19,0.38,9.47,-0.01,0.23,-0.11,1720170472154
-1.32,0.32,9.41,-0.01,0.23,-0.11,1720170472157
-1.47,0.27,9.43,-0.01,0.23,-0.11,1720170472160
-1.58,0.21,9.46,-0.01,0.23,-0.11,1720170472163
-1.71,0.14,9.48,-0.02,0.22,-0.11,1720170472166
-1.82,0.11,9.56,-0.01,0.22,-0.10,1720170472168
-1.94,0.11,9.56,-0.01,0.22,-0.10,1720170472171
-2.04,0.09,9.62,-0.01,0.22,-0.09,1720170472174
-2.12,0.09,9.62,-0.01,0.22,-0.09,1720170472177
-2.21,0.09,9.62,-0.01,0.22,-0.08,1720170472180
-2.26,0.08,9.60,-0.01,0.22,-0.08,1720170472183
-2.36,0.11,9.57,-0.01,0.22,-0.07,1720170472186
-2.42,0.09,9.59,-0.01,0.22,-0.07,1720170472189
-2.48,0.09,9.59,-0.01,0.21,-0.06,1720170472192
-2.53,0.03,9.63,-0.01,0.21,-0.05,1720170472195
-2.58,-0.01,9.63,-0.01,0.21,-0.05,1720170472198
-2.61,-0.03,9.62,-0.01,0.20,-0.04,1720170472200
-2.65,-0.08,9.57,-0.01,0.20,-0.03,1720170472203
-2.66,-0.13,9.55,-0.01,0.20,-0.02,1720170472206
-2.69,-0.19,9.46,-0.00,0.20,-0.01,1720170472209
-2.65,-0.21,9.37,-0.00,0.19,-0.00,1720170472212
-2.62,-0.19,9.33,0.00,0.19,0.00,1720170472215
-2.57,-0.17,9.27,-0.00,0.18,0.01,1720170472218
-2.50,-0.20,9.22,-0.00,0.18,0.02,1720170472221
-2.45,-0.25,9.22,-0.00,0.18,0.02,1720170472224
-2.36,-0.23,9.23,-0.01,0.18,0.03,1720170472227
-2.28,-0.21,9.23,-0.01,0.18,0.03,1720170472230
-2.19,-0.20,9.34,-0.02,0.18,0.03,1720170472232
-2.11,-0.23,9.43,-0.02,0.18,0.02,1720170472235
-2.06,-0.30,9.50,-0.02,0.18,0.02,1720170472238
-2.04,-0.32,9.56,-0.02,0.18,0.01,1720170472241
-2.01,-0.29,9.65,-0.02,0.18,-0.01,1720170472244
-2.02,-0.30,9.70,-0.01,0.17,-0.02,1720170472247
-2.04,-0.35,9.70,-0.01,0.16,-0.04,1720170472250
-2.08,-0.40,9.67,-0.00,0.16,-0.05,1720170472253
-2.16,-0.43,9.61,0.00,0.16,-0.06,1720170472256
-2.23,-0.44,9.50,0.01,0.16,-0.07,1720170472259
-2.32,-0.42,9.44,0.01,0.16,-0.08,1720170472262
-2.43,-0.41,9.35,0.01,0.16,-0.09,1720170472264
-2.57,-0.45,9.28,-0.00,0.16,-0.09,1720170472267
-2.65,-0.52,9.24,-0.01,0.16,-0.10,1720170472270
-2.80,-0.54,9.23,-0.01,0.15,-0.10,1720170472273
-2.94,-0.51,9.32,-0.02,0.15,-0.11,1720170472276
-3.07,-0.54,9.42,-0.02,0.14,-0.12,1720170472279
-3.19,-0.59,9.50,-0.03,0.14,-0.13,1720170472282
-3.37,-0.64,9.58,-0.02,0.13,-0.14,1720170472285
-3.49,-0.69,9.64,-0.02,0.12,-0.14,1720170472288
-3.64,-0.73,9.67,-0.01,0.12,-0.14,1720170472291
-3.79,-0.75,9.64,-0.00,0.11,-0.14,1720170472294
-3.93,-0.81,9.58,0.00,0.10,-0.14,1720170472296
-4.07,-0.86,9.48,0.01,0.09,-0.13,1720170472299
-4.20,-0.86,9.37,0.02,0.08,-0.12,1720170472302
-4.34,-0.77,9.31,0.02,0.06,-0.12,1720170472305
-4.43,-0.80,9.25,0.01,0.06,-0.12,1720170472308
-4.53,-0.87,9.19,0.01,0.05,-0.12,1720170472311
-4.58,-0.90,9.17,0.00,0.05,-0.11,1720170472314
-4.67,-0.95,9.23,-0.00,0.04,-0.09,1720170472317
-4.75,-1.02,9.30,-0.01,0.04,-0.07,1720170472320
-4.77,-1.13,9.34,-0.02,0.04,-0.03,1720170472323
-4.72,-1.19,9.40,-0.02,0.03,0.00,1720170472325
-4.63,-1.19,9.48,-0.01,0.03,0.04,1720170472328
-4.54,-1.17,9.47,-0.01,0.02,0.08,1720170472331
-4.35,-1.19,9.41,-0.00,0.01,0.11,1720170472334
-4.09,-1.25,9.37,0.01,0.00,0.15,1720170472337
-3.76,-1.25,9.28,0.02,-0.01,0.18,1720170472340
-3.41,-1.20,9.21,0.02,-0.02,0.21,1720170472343
-3.18,-1.13,9.17,0.02,-0.02,0.23,1720170472346
-2.81,-1.03,9.15,0.01,-0.02,0.25,1720170472349
-2.45,-0.96,9.16,-0.00,-0.02,0.25,1720170472352
-2.05,-0.92,9.23,-0.01,-0.01,0.25,1720170472355
-1.67,-0.92,9.30,-0.02,-0.00,0.25,1720170472357
-1.30,-0.95,9.46,-0.04,-0.00,0.25,1720170472360
-0.99,-0.93,9.66,-0.04,-0.00,0.25,1720170472363
-0.68,-0.87,9.82,-0.04,-0.00,0.24,1720170472366
-0.42,-0.82,9.94,-0.03,-0.00,0.21,1720170472369
-0.20,-0.74,9.99,-0.02,-0.00,0.18,1720170472372
-0.05,-0.68,9.94,-0.00,-0.01,0.14,1720170472375
0.02,-0.70,9.89,0.01,-0.01,0.11,1720170472378
0.14,-0.75,9.75,0.02,-0.01,0.06,1720170472381
0.15,-0.74,9.62,0.02,-0.01,0.02,1720170472384
0.05,-0.64,9.47,0.03,-0.01,-0.02,1720170472387
-0.08,-0.67,9.27,0.02,-0.01,-0.07,1720170472389
-0.28,-0.72,9.17,0.01,0.00,-0.12,1720170472392
-0.53,-0.79,9.10,-0.00,0.01,-0.15,1720170472395
-0.82,-0.80,9.13,-0.01,0.02,-0.18,1720170472398
-1.13,-0.88,9.22,-0.03,0.03,-0.20,1720170472401
