AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
-0.42,-0.21,9.88,-0.02,-0.00,-0.05,1720171271575
-0.45,-0.22,9.92,-0.02,-0.00,-0.05,1720171271578
-0.47,-0.22,9.94,-0.02,-0.00,-0.05,1720171271580
-0.48,-0.21,9.97,-0.01,-0.00,-0.04,1720171271583
-0.49,-0.22,9.97,-0.01,-0.00,-0.04,1720171271586
-0.52,-0.19,9.95,-0.00,-0.00,-0.03,1720171271589
-0.49,-0.21,9.93,0.00,-0.00,-0.03,1720171271592
-0.51,-0.19,9.87,0.00,-0.00,-0.02,1720171271595
-0.51,-0.17,9.83,0.01,-0.00,-0.02,1720171271598
-0.45,-0.17,9.78,0.01,-0.00,-0.01,1720171271601
-0.42,-0.15,9.70,0.00,-0.00,-0.01,1720171271604
-0.40,-0.12,9.69,0.00,-0.00,-0.01,1720171271607
-0.38,-0.12,9.67,-0.00,-0.00,-0.01,1720171271610
-0.35,-0.12,9.67,-0.01,-0.00,-0.01,1720171271612
-0.31,-0.12,9.70,-0.01,-0.00,-0.01,1720171271615
-0.29,-0.10,9.73,-0.01,-0.00,-0.01,1720171271618
-0.26,-0.09,9.77,-0.01,-0.00,-0.02,1720171271621
-0.25,-0.06,9.80,-0.01,-0.00,-0.02,1720171271624
-0.24,-0.07,9.85,-0.01,-0.00,-0.03,1720171271627
-0.26,-0.10,9.89,-0.01,-0.00,-0.03,1720171271630
-0.29,-0.09,9.88,-0.01,-0.00,-0.04,1720171271633
-0.29,-0.10,9.87,-0.01,-0.00,-0.04,1720171271636
-0.34,-0.10,9.88,-0.01,-0.00,-0.05,1720171271639
-0.37,-0.13,9.90,-0.00,0.00,-0.05,1720171271642
-0.36,-0.15,9.84,-0.00,0.00,-0.05,1720171271644
-0.36,-0.14,9.82,-0.00,0.00,-0.05,1720171271647
-0.40,-0.13,9.86,-0.01,0.00,-0.05,1720171271650
-0.42,-0.13,9.86,-0.00,0.00,-0.05,1720171271653
-0.45,-0.14,9.85,-0.00,0.00,-0.04,1720171271656
-0.48,-0.11,9.85,-0.00,0.00,-0.04,1720171271659
-0.50,-0.12,9.91,-0.00,0.00,-0.04,1720171271662
-0.51,-0.12,9.91,-0.00,0.00,-0.04,1720171271665
-0.54,-0.09,9.86,-0.00,0.00,-0.03,1720171271668
-0.53,-0.11,9.79,0.00,0.00,-0.03,1720171271671
-0.51,-0.10,9.81,-0.00,0.00,-0.03,1720171271674
-0.52,-0.10,9.79,-0.00,0.00,-0.03,1720171271676
-0.51,-0.11,9.74,-0.00,0.00,-0.02,1720171271679
-0.52,-0.15,9.71,-0.00,-0.00,-0.02,1720171271682
-0.50,-0.18,9.70,-0.01,-0.00,-0.02,1720171271685
-0.47,-0.19,9.71,-0.01,0.00,-0.01,1720171271688
-0.45,-0.16,9.73,-0.01,-0.00,-0.01,1720171271691
-0.41,-0.15,9.75,-0.01,0.00,-0.01,1720171271694
-0.38,-0.14,9.80,-0.01,0.00,-0.01,1720171271697
-0.32,-0.15,9.82,-0.01,0.00,-0.01,1720171271700
-0.31,-0.15,9.88,-0.01,0.00,-0.01,1720171271703
-0.28,-0.14,9.89,-0.01,0.00,-0.01,1720171271705
-0.26,-0.14,9.91,-0.01,0.00,-0.01,1720171271708
-0.25,-0.15,9.89,-0.00,0.00,-0.01,1720171271711
-0.22,-0.17,9.90,-0.00,0.00,-0.02,1720171271714
-0.21,-0.16,9.93,-0.00,0.01,-0.02,1720171271717
-0.19,-0.15,9.89,0.00,0.01,-0.03,1720171271720
-0.19,-0.15,9.88,0.00,0.01,-0.03,1720171271723
-0.18,-0.15,9.88,0.00,0.01,-0.03,1720171271726
-0.18,-0.16,9.83,0.00,0.01,-0.04,1720171271729
-0.20,-0.15,9.76,-0.00,0.01,-0.04,1720171271732
-0.23,-0.15,9.75,-0.00,0.01,-0.04,1720171271735
-0.26,-0.18,9.77,-0.00,0.01,-0.05,1720171271737
-0.27,-0.19,9.76,-0.00,0.01,-0.05,1720171271740
-0.30,-0.22,9.78,-0.00,0.01,-0.05,1720171271743
-0.33,-0.22,9.76,-0.01,0.01,-0.05,1720171271746
-0.34,-0.22,9.79,-0.00,0.01,-0.05,1720171271749
-0.39,-0.21,9.78,-0.00,0.01,-0.06,1720171271752
-0.41,-0.23,9.81,-0.00,0.01,-0.06,1720171271755
-0.42,-0.24,9.79,-0.00,0.01,-0.05,1720171271758
-0.45,-0.25,9.74,-0.00,0.01,-0.05,1720171271761
-0.47,-0.28,9.70,-0.00,0.01,-0.05,1720171271764
-0.46,-0.27,9.70,-0.00,0.01,-0.05,1720171271767
-0.49,-0.28,9.70,-0.00,0.01,-0.05,1720171271769
-0.51,-0.27,9.65,-0.00,0.01,-0.05,1720171271772
-0.53,-0.26,9.66,-0.00,0.01,-0.05,1720171271775
-0.54,-0.26,9.65,-0.01,0.01,-0.05,1720171271778
-0.55,-0.26,9.66,-0.01,0.01,-0.05,1720171271781
-0.57,-0.23,9.70,-0.01,0.01,-0.05,1720171271784
-0.59,-0.23,9.76,-0.01,0.01,-0.05,1720171271787
-0.61,-0.22,9.79,-0.01,0.01,-0.05,1720171271790
-0.63,-0.21,9.78,-0.01,0.01,-0.05,1720171271793
-0.66,-0.21,9.84,-0.01,0.01,-0.05,1720171271796
-0.68,-0.21,9.84,-0.01,0.01,-0.04,1720171271799
-0.68,-0.23,9.87,-0.01,0.01,-0.04,1720171271801
-0.68,-0.24,9.90,-0.01,0.01,-0.04,1720171271804
-0.69,-0.25,9.90,-0.01,0.01,-0.03,1720171271807
-0.68,-0.30,9.89,-0.01,0.01,-0.03,1720171271810
-0.66,-0.32,9.89,-0.01,0.01,-0.02,1720171271813
-0.67,-0.31,9.86,-0.01,0.01,-0.02,1720171271816
-0.67,-0.28,9.84,-0.00,0.00,-0.01,1720171271819
-0.64,-0.25,9.81,-0.00,0.00,-0.01,1720171271822
-0.64,-0.20,9.83,-0.00,0.00,-0.00,1720171271825
-0.61,-0.19,9.80,0.00,0.00,0.00,1720171271828
-0.55,-0.20,9.75,0.00,-0.00,0.00,1720171271830
-0.52,-0.18,9.76,0.00,-0.00,0.01,1720171271833
-0.49,-0.14,9.75,-0.00,-0.00,0.01,1720171271836
-0.46,-0.14,9.76,-0.00,-0.00,0.01,1720171271839
-0.41,-0.12,9.76,-0.00,0.00,0.01,1720171271842
-0.35,-0.12,9.73,-0.01,0.00,0.01,1720171271845
-0.30,-0.11,9.74,-0.01,0.00,0.01,1720171271848
-0.27,-0.12,9.73,-0.01,-0.00,0.01,1720171271851
-0.24,-0.11,9.73,-0.01,0.00,0.01,1720171271854
-0.22,-0.12,9.76,-0.01,0.00,0.00,1720171271857
-0.18,-0.10,9.70,-0.01,0.00,-0.00,1720171271860
-0.14,-0.09,9.71,-0.01,0.00,-0.01,1720171271863
-0.14,-0.06,9.69,-0.01,0.00,-0.01,1720171271866
-0.16,-0.03,9.70,-0.01,0.00,-0.02,1720171271869
-0.14,-0.04,9.74,-0.01,0.00,-0.03,1720171271871
-0.15,-0.07,9.73,-0.01,0.01,-0.03,1720171271874
-0.15,-0.08,9.73,-0.01,0.01,-0.03,1720171271877
-0.15,-0.09,9.74,-0.01,0.01,-0.04,1720171271880
-0.19,-0.06,9.78,-0.01,0.01,-0.04,1720171271883
-0.23,-0.09,9.84,-0.01,0.01,-0.04,1720171271886
-0.25,-0.10,9.86,-0.01,0.01,-0.04,1720171271889
-0.26,-0.13,9.85,-0.01,0.01,-0.04,1720171271892
-0.28,-0.15,9.90,-0.01,0.01,-0.04,1720171271895
-0.30,-0.16,9.91,-0.01,0.01,-0.04,1720171271898
-0.34,-0.17,9.89,-0.01,0.01,-0.03,1720171271901
-0.36,-0.17,9.87,-0.00,0.01,-0.02,1720171271903
-0.32,-0.16,9.89,-0.00,0.01,-0.02,1720171271906
-0.27,-0.12,9.88,-0.00,0.02,-0.01,1720171271909
-0.24,-0.11,9.88,-0.00,0.02,-0.01,1720171271912
-0.23,-0.11,9.86,-0.00,0.02,-0.00,1720171271915
-0.20,-0.10,9.84,-0.01,0.02,-0.00,1720171271918
-0.17,-0.10,9.91,-0.00,0.02,0.00,1720171271921
-0.14,-0.10,9.89,-0.01,0.02,0.00,1720171271924
-0.11,-0.11,9.90,-0.01,0.02,0.00,1720171271927
-0.07,-0.08,9.90,-0.01,0.02,0.00,1720171271930
-0.05,-0.08,9.89,-0.00,0.02,-0.00,1720171271933
-0.05,-0.07,9.87,-0.00,0.02,-0.00,1720171271935
-0.08,-0.07,9.83,-0.00,0.02,-0.01,1720171271938
-0.03,-0.08,9.84,-0.00,0.03,-0.01,1720171271941
-0.05,-0.09,9.86,-0.00,0.03,-0.02,1720171271944
-0.03,-0.10,9.86,-0.00,0.03,-0.02,1720171271947
-0.06,-0.09,9.84,-0.00,0.03,-0.03,1720171271950
-0.10,-0.08,9.84,-0.00,0.03,-0.03,1720171271953
-0.14,-0.06,9.79,-0.00,0.03,-0.04,1720171271956
-0.17,-0.06,9.75,-0.00,0.03,-0.05,1720171271959
-0.21,-0.04,9.76,-0.00,0.03,-0.05,1720171271962
-0.27,-0.03,9.80,-0.01,0.04,-0.06,1720171271965
-0.33,-0.04,9.84,-0.01,0.04,-0.06,1720171271967
-0.40,-0.04,9.79,-0.01,0.04,-0.06,1720171271970
-0.47,-0.04,9.78,-0.01,0.04,-0.07,1720171271973
-0.53,-0.02,9.82,-0.01,0.04,-0.07,1720171271976
-0.57,-0.03,9.85,-0.01,0.04,-0.07,1720171271979
-0.62,-0.05,9.88,-0.01,0.03,-0.07,1720171271982
-0.70,-0.06,9.90,-0.01,0.03,-0.07,1720171271985
-0.77,-0.08,9.88,-0.01,0.03,-0.07,1720171271988
-0.81,-0.07,9.89,-0.00,0.03,-0.07,1720171271991
-0.86,-0.04,9.88,-0.00,0.03,-0.07,1720171271994
-0.91,-0.05,9.85,-0.00,0.03,-0.07,1720171271996
-0.96,-0.05,9.82,-0.00,0.03,-0.07,1720171271999
-1.01,-0.04,9.75,-0.00,0.02,-0.06,1720171272002
-1.06,-0.03,9.71,0.00,0.02,-0.06,1720171272005
-1.10,-0.02,9.65,0.00,0.02,-0.06,1720171272008
-1.10,-0.03,9.62,0.00,0.02,-0.05,1720171272011
-1.14,-0.01,9.58,0.00,0.02,-0.05,1720171272014
-1.15,-0.00,9.55,0.00,0.01,-0.05,1720171272017
-1.15,0.00,9.53,-0.00,0.01,-0.04,1720171272020
-1.18,-0.00,9.44,-0.00,0.01,-0.04,1720171272023
-1.19,0.00,9.42,-0.00,0.00,-0.03,1720171272026
-1.20,-0.01,9.42,-0.01,0.00,-0.03,1720171272028
-1.21,-0.03,9.47,-0.01,0.00,-0.02,1720171272031
-1.23,-0.02,9.49,-0.02,-0.00,-0.02,1720171272034
-1.22,0.00,9.58,-0.02,-0.00,-0.01,1720171272037
-1.21,-0.01,9.63,-0.02,-0.00,-0.00,1720171272040
-1.21,-0.04,9.69,-0.03,-0.01,0.00,1720171272043
-1.18,-0.05,9.79,-0.03,-0.01,0.01,1720171272046
-1.16,-0.06,9.93,-0.03,-0.01,0.02,1720171272049
-1.09,-0.07,10.03,-0.03,-0.01,0.03,1720171272052
-1.03,-0.08,10.07,-0.02,-0.01,0.04,1720171272055
-0.99,-0.10,10.11,-0.02,-0.01,0.05,1720171272058
-0.89,-0.11,10.16,-0.01,-0.02,0.06,1720171272060
-0.79,-0.10,10.16,-0.01,-0.02,0.06,1720171272063
-0.71,-0.10,10.11,0.00,-0.02,0.07,1720171272066
-0.60,-0.07,10.05,0.01,-0.02,0.07,1720171272069
-0.47,-0.08,9.95,0.01,-0.02,0.07,1720171272072
-0.34,-0.04,9.85,0.01,-0.02,0.07,1720171272075
-0.28,-0.03,9.82,0.01,-0.02,0.07,1720171272078
-0.22,-0.01,9.73,0.01,-0.02,0.07,1720171272081
-0.13,0.02,9.67,0.01,-0.02,0.07,1720171272084
-0.05,0.04,9.67,0.01,-0.02,0.06,1720171272087
0.02,0.06,9.62,0.00,-0.01,0.05,1720171272090
0.09,0.06,9.59,-0.00,-0.01,0.04,1720171272092
0.14,0.06,9.61,-0.01,-0.01,0.03,1720171272095
0.18,0.04,9.63,-0.01,-0.01,0.02,1720171272098
0.22,0.04,9.65,-0.02,-0.01,0.01,1720171272101
0.21,-0.01,9.71,-0.02,-0.00,-0.00,1720171272104
0.19,-0.06,9.77,-0.02,-0.00,-0.01,1720171272107
0.18,-0.08,9.83,-0.02,0.00,-0.02,1720171272110
0.15,-0.08,9.91,-0.01,0.00,-0.03,1720171272113
0.14,-0.08,9.89,-0.01,0.00,-0.04,1720171272116
0.10,-0.09,9.93,-0.01,0.01,-0.05,1720171272119
0.04,-0.12,9.95,-0.01,0.01,-0.05,1720171272122
-0.02,-0.12,9.95,-0.01,0.01,-0.06,1720171272124
-0.10,-0.14,9.97,-0.01,0.01,-0.06,1720171272127
-0.15,-0.16,9.96,-0.00,0.01,-0.06,1720171272130
-0.20,-0.14,9.92,-0.00,0.02,-0.06,1720171272133
-0.24,-0.17,9.91,-0.00,0.02,-0.06,1720171272136
-0.30,-0.19,9.87,-0.00,0.02,-0.06,1720171272139
-0.34,-0.20,9.88,-0.00,0.02,-0.06,1720171272142
-0.39,-0.21,9.83,-0.00,0.02,-0.06,1720171272145
-0.39,-0.22,9.84,-0.00,0.02,-0.05,1720171272148
-0.44,-0.22,9.82,-0.00,0.02,-0.05,1720171272151
-0.47,-0.20,9.77,-0.00,0.02,-0.04,1720171272153
-0.49,-0.20,9.74,-0.00,0.02,-0.04,1720171272156
-0.48,-0.16,9.71,-0.00,0.02,-0.03,1720171272159
-0.48,-0.15,9.70,-0.00,0.02,-0.03,1720171272162
-0.48,-0.14,9.65,-0.01,0.02,-0.02,1720171272165
-0.48,-0.13,9.68,-0.01,0.02,-0.02,1720171272168
-0.46,-0.14,9.72,-0.01,0.02,-0.02,1720171272171
-0.46,-0.15,9.77,-0.01,0.02,-0.01,1720171272174
-0.44,-0.16,9.81,-0.02,0.02,-0.01,1720171272177
-0.41,-0.16,9.84,-0.02,0.02,-0.01,1720171272180
-0.40,-0.20,9.90,-0.02,0.02,-0.01,1720171272183
-0.36,-0.21,9.96,-0.02,0.02,-0.01,1720171272185
-0.32,-0.25,10.00,-0.02,0.02,-0.01,1720171272188
-0.26,-0.26,10.07,-0.01,0.02,-0.01,1720171272191
-0.24,-0.25,10.03,-0.01,0.02,-0.01,1720171272194
-0.22,-0.25,10.00,-0.00,0.03,-0.01,1720171272197
-0.22,-0.23,9.95,0.00,0.03,-0.02,1720171272200
-0.18,-0.20,9.88,0.01,0.03,-0.02,1720171272203
-0.13,-0.19,9.83,0.01,0.03,-0.03,1720171272206
-0.11,-0.16,9.74,0.01,0.03,-0.03,1720171272209
-0.13,-0.13,9.66,0.01,0.03,-0.04,1720171272212
-0.11,-0.09,9.62,0.01,0.03,-0.05,1720171272215
-0.10,-0.10,9.61,0.00,0.03,-0.05,1720171272217
-0.13,-0.11,9.62,-0.00,0.03,-0.06,1720171272220
-0.15,-0.11,9.68,-0.01,0.03,-0.07,1720171272223
-0.19,-0.11,9.68,-0.01,0.03,-0.08,1720171272226
-0.24,-0.14,9.69,-0.02,0.04,-0.08,1720171272229
-0.33,-0.17,9.77,-0.02,0.04,-0.09,1720171272232
-0.40,-0.20,9.83,-0.02,0.04,-0.09,1720171272235
-0.45,-0.22,9.84,-0.02,0.04,-0.09,1720171272238
-0.47,-0.23,9.89,-0.02,0.04,-0.10,1720171272241
-0.56,-0.23,9.95,-0.02,0.04,-0.10,1720171272244
-0.64,-0.23,9.97,-0.01,0.04,-0.10,1720171272247
-0.71,-0.24,9.98,-0.01,0.03,-0.10,1720171272249
-0.80,-0.22,9.99,-0.00,0.03,-0.10,1720171272252
-0.85,-0.20,9.93,0.00,0.03,-0.09,1720171272255
-0.90,-0.18,9.86,0.00,0.03,-0.09,1720171272258
-0.95,-0.19,9.82,0.00,0.03,-0.09,1720171272261
-1.00,-0.20,9.79,0.00,0.03,-0.08,1720171272264
-1.05,-0.21,9.74,0.00,0.03,-0.08,1720171272267
-1.07,-0.22,9.67,0.00,0.03,-0.07,1720171272270
-1.09,-0.24,9.65,0.00,0.03,-0.07,1720171272273
-1.11,-0.24,9.63,-0.00,0.03,-0.06,1720171272276
-1.13,-0.24,9.60,-0.01,0.03,-0.05,1720171272279
-1.16,-0.23,9.62,-0.01,0.02,-0.05,1720171272281
-1.16,-0.23,9.68,-0.01,0.02,-0.04,1720171272284
-1.17,-0.22,9.73,-0.01,0.02,-0.03,1720171272287
-1.16,-0.21,9.76,-0.01,0.02,-0.02,1720171272290
-1.11,-0.22,9.82,-0.01,0.02,-0.02,1720171272293
-1.09,-0.19,9.90,-0.01,0.01,-0.01,1720171272296
-1.02,-0.17,9.96,-0.01,0.01,-0.00,1720171272299
-0.95,-0.15,9.94,-0.01,0.01,0.00,1720171272302
-0.92,-0.16,9.93,-0.01,0.01,0.01,1720171272305
-0.84,-0.15,9.92,-0.00,0.00,0.01,1720171272308
-0.76,-0.14,9.89,0.00,0.00,0.01,1720171272311
-0.68,-0.13,9.81,0.00,0.00,0.01,1720171272313
-0.60,-0.16,9.77,0.00,0.00,0.01,1720171272316
-0.57,-0.14,9.73,0.00,0.00,0.01,1720171272319
-0.52,-0.13,9.67,0.00,0.00,0.00,1720171272322
-0.46,-0.10,9.64,-0.00,-0.00,-0.00,1720171272325
-0.44,-0.06,9.69,-0.01,-0.00,-0.01,1720171272328
-0.42,-0.05,9.73,-0.01,0.00,-0.02,1720171272331
-0.38,-0.06,9.71,-0.01,0.00,-0.02,1720171272334
-0.37,-0.05,9.72,-0.01,0.00,-0.03,1720171272337
-0.38,-0.06,9.78,-0.01,0.00,-0.04,1720171272340
-0.38,-0.05,9.84,-0.01,0.00,-0.04,1720171272342
-0.42,-0.05,9.89,-0.01,0.00,-0.05,1720171272345
-0.46,-0.04,9.90,-0.01,0.00,-0.06,1720171272348
-0.53,-0.03,9.90,-0.01,0.00,-0.07,1720171272351
-0.60,-0.05,9.88,-0.01,0.00,-0.07,1720171272354
-0.69,-0.07,9.85,-0.00,-0.00,-0.07,1720171272357
-0.76,-0.07,9.83,-0.00,-0.00,-0.08,1720171272360
-0.81,-0.09,9.81,-0.00,-0.00,-0.08,1720171272363
-0.89,-0.11,9.82,-0.00,-0.00,-0.07,1720171272366
-0.96,-0.14,9.81,-0.00,-0.00,-0.07,1720171272369
-1.00,-0.16,9.79,-0.01,-0.00,-0.07,1720171272372
-1.04,-0.17,9.81,-0.01,-0.01,-0.06,1720171272375
-1.07,-0.19,9.84,-0.01,-0.01,-0.05,1720171272377
-1.08,-0.18,9.86,-0.01,-0.01,-0.04,1720171272380
-1.09,-0.15,9.87,-0.01,-0.01,-0.02,1720171272383
-1.08,-0.15,9.89,-0.01,-0.01,-0.01,1720171272386
-1.04,-0.15,9.87,-0.01,-0.01,-0.00,1720171272389
-1.00,-0.15,9.88,-0.00,-0.01,0.01,1720171272392
-0.95,-0.14,9.86,-0.00,-0.01,0.02,1720171272395
